name,query,question
Tracking speed test,"SELECT ""actualPosition"", ""actualVelocity"", ""demandPosition"", ""demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What were the actual position, actual velocity, demand position, and demand velocity values of the LSST telescope's azimuth mount within the specified time range?"
M2 Hexapod (index:2),"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTHexapod.logevent_simulationMode"" WHERE salIndex = 2",What was the most recent simulation mode reported by the M2 Hexapod with an index of 2?
MTDomeTrajectory,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTDomeTrajectory.logevent_simulationMode""",What was the most recent simulation mode used for the MTDomeTrajectory in the LSST observatory?
MTAOS,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_simulationMode""",What was the most recent simulation mode used by the MTAOS system?
MTDome,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTDome.logevent_simulationMode""",What was the most recent simulation mode reported by the MTDome subsystem?
M1M3,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_simulationMode""",What was the most recent simulation mode used for the LSST SAL MTM1M3 log event?
MTMount,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.logevent_simulationMode""",What was the most recent simulation mode reported by the LSST SAL MTMount system?
M2,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_simulationMode""",What was the most recent simulation mode reported by the LSST SAL MTM2 log event?
MTRotator,"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.logevent_simulationMode""",What was the most recent simulation mode used by the LSST MTRotator instrument?
Camera Hexapod (index:1),"SELECT last(""mode"") AS ""last_mode"" FROM ""efd"".""autogen"".""lsst.sal.MTHexapod.logevent_simulationMode"" WHERE salIndex = 1",What was the last simulation mode set for the Camera Hexapod with index 1?
Glycol delivered temp,"SELECT mean(""glycolTemperaturePier0001"") AS ""Glycol General Temp 0001"", mean(""glycolTemperaturePier0002"") AS ""Glycol General Temp 0002"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.generalPurposeGlycolWater"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What is the average temperature of glycol delivered at piers 0001 and 0002 over the specified time interval within the dashboard's time range?
Glycol delivered temp,"SELECT mean(""ambientTemperature"") AS ""Azimuth Floor Air Ambient Temp"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.topEndChiller"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average ambient temperature of the azimuth floor air over the last 24 hours, with measurements taken every 15 minutes?"
Glycol delivered temp,"SELECT mean(""glycolTemperaturePier0101"") AS ""Cold Glycol Temp 0101"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cooling"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What is the average temperature of the glycol delivered at pier 0101 over the specified time interval?
Glycol delivered temp,"SELECT mean(""absoluteTemperature0"") AS ""mean_absoluteTemperature0"", mean(""absoluteTemperature1"") AS ""mean_absoluteTemperature1"", mean(""absoluteTemperature10"") AS ""mean_absoluteTemperature10"", mean(""absoluteTemperature11"") AS ""mean_absoluteTemperature11"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3TS.thermalData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What were the average temperatures of the glycol lines (absoluteTemperature0, absoluteTemperature1, absoluteTemperature10, and absoluteTemperature11) for the LSST SAL MTM1M3TS thermal data system over the past 24 hours, with readings taken at 15-minute intervals?"
HP compressor presure,"SELECT ""breakawayPressure5"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointMonitorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the breakaway pressure of HP compressor in the LSST SAL MTM1M3 hardpoint monitor data between the dashboard's selected start and end times?
M1M3 air temp,"SELECT mean(""temperatureItem0"") AS ""M1M3 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 113 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","To generate the given database query, a possible natural language question could be:

What is the average temperature reported by the ""temperatureItem0"" sensor for the LSST SAL ESS system with salIndex 113 within the specified time range, grouped by the given interval and filling any null values?"
Outside air temp,"SELECT mean(""temperatureItem0"") AS ""Outside air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What was the average outside air temperature measured by the ESS temperature sensor during the last 24 hours, with data points recorded at intervals of ? minutes?"
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""Outside air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What is the average outside air temperature measured every 10 minutes for the past 24 hours at the LSST site?
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""Camera air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 111 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average camera air temperature, measured in degrees Celsius, for the ESS subsystem at salIndex 111 over the past 24 hours, with data grouped into 15-minute intervals and any missing values filled with null?"
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""M2 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 112 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean temperature of M2 air over the last 24 hours, grouped by 1-hour intervals and filling any missing data with null values, for the EFD autogen LSST SAL ESS temperature data where the salIndex equals 112?"
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""M1M3 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 113 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average temperature (temperatureItem0) of the ESS system with salIndex 113, measured between [dashboardTime] and [upperDashboardTime], grouped by intervals of [interval]?"
M1M3 temps,"SELECT mean(""absoluteTemperature0"") AS ""mean_absoluteTemperature0"", mean(""absoluteTemperature10"") AS ""mean_absoluteTemperature10"", mean(""absoluteTemperature20"") AS ""mean_absoluteTemperature20"", mean(""absoluteTemperature30"") AS ""mean_absoluteTemperature30"", mean(""absoluteTemperature40"") AS ""mean_absoluteTemperature40"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3TS.thermalData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What were the average temperatures at 0m, 10m, 20m, 30m and 40m heights from the LSST.sal.MTM1M3TS.thermalData table for the time period displayed on the dashboard, grouped by the specified interval?"
Rubin - Sun Elevation,"SELECT mean(""sunAltitude"") AS ""mean_sunAltitude"", mean(""moonAltitude"") AS ""mean_moonAltitude"" FROM ""efd"".""autogen"".""lsst.sal.ATPtg.skyEnvironment"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","To generate the provided database query, a suitable natural language question could be:

""What are the average sun and moon altitudes over 15-minute intervals for the past 24 hours at the Rubin Observatory site?""

This question includes key elements that map to the different parts of the query:
- ""average sun and moon altitudes"" corresponds to SELECT mean(""sunAltitude"") AS ""mean_sunAltitude"", mean(""moonAltitude"") AS ""mean_moonAltitude""
- ""over 15-minute intervals"" relates to GROUP BY time(:interval:) 
- ""for the past 24 hours"" determines the time range in WHERE clause based on :dashboardTime: and :upperDashboardTime:
- ""at the Rubin Observatory site"" implies querying the relevant database tables for that location (""efd"".""autogen"".""lsst.sal.ATPtg.skyEnvironment"")

The specific column names, table references, and parameter placeholders would be filled in by the dashboard system when converting this question into an actual executable query. But this natural language formulation captures the core intent behind the given query."
Scheduler Validation Failures,"SELECT ""message"" FROM ""efd"".""autogen"".""lsst.sal.Scheduler.logevent_logMessage"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: and message =~ /failed validation/",What are the messages related to scheduler validation failures that occurred within the specified time range?
Exposure sequence,"SELECT ""expTime"", ""numImages"", ""shutter"", ""keyValueMap"", ""obsNote"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.command_takeImages"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the exposure sequence information, including expTime, numImages, shutter, keyValueMap, and obsNote, for the command ""lsst.sal.CCCamera.command_takeImages"" executed between the dashboard time and the upper dashboard time?"
Wind Speed - Average 2min,"SELECT ""value"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windSpeed"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the average wind speed measured by the weather station over the past 2 minutes?
Wind Speed - Average 2min,"SELECT ""min2M"" FROM ""efd"".""autogen"".""lsst.sal.Environment.windSpeed"" WHERE time > :dashboardTime:","What was the average wind speed over a 2-minute period from the LSST SAL Environment data, for the time greater than the current dashboard time?"
Min Temperature,"SELECT ""min24H"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",What is the current minimum 24-hour air temperature recorded by the LSST weather station?
Dewpoint,"SELECT ""avg1M""+1.4 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.dewPoint"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",What is the current dew point temperature plus 1.4 degrees Celsius at the LSST weather station with salIndex equal to 1?
Relative Humidity,"SELECT ""avg1M""/0.90 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.relativeHumidity"" WHERE time > :dashboardTime:","What was the average relative humidity measured by the LSST weather station over the past month, adjusted by dividing the result by 0.90?"
Wind Direction (avg2M),"SELECT ""avg2M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windDirection"" WHERE ""salIndex"" =1 ORDER BY time DESC LIMIT 1",What is the average wind direction measured at 2 meters above ground from the LSST weather station in the last available reading?
Humidity,"SELECT ""humidity"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.weather"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",What is the most recent humidity reading from the weather station with SAL index 1?
Max Temperature,"SELECT ""max24H"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",What is the maximum 24-hour air temperature recorded by the LSST weather station at the summit in the last reading?
Average Temperatures,"SELECT ""avg1M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE time > :dashboardTime:",What was the average air temperature recorded by the weather station in the last month?
Average Temperatures,"SELECT ""avg1M""+1.4 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.dewPoint"" WHERE time > :dashboardTime: ","What was the average temperature, adjusted by adding 1.4 degrees Celsius, recorded by the LSST Weather Station's dew point sensor over the past month?"
Number of earthquakes last month,"SELECT count(""magnitude"") FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-30d ",How many earthquakes of any magnitude occurred in the last 30 days according to the USGS earthquake data?
Earthquake events in the last year,"SELECT ""magnitude"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-365d ",What were the magnitudes of earthquake events in the last year?
Largest earthquake,"SELECT max(""magnitude"") FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-365d ",What was the magnitude of the largest earthquake in the past year?
Position and Velocity,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"", mean(""demandPosition"") AS ""mean_demandPosition"", mean(""actualVelocity"") AS ""mean_actualVelocity"", mean(""demandVelocity"") AS ""mean_demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cameraCableWrap"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What are the average actual and demand positions and velocities of the camera cable wrap on the LSST MTMount over the specified time interval?
