name,query,type
TMA Azimuth,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTMount.azimuth"")
  |> filter(fn: (r) => r[""_field""] == ""actualPosition"")


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Hardpoints Forces,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTM1M3.hardpointActuatorData"")
  |> filter(fn: (r) => r[""_field""] =~ /measuredForce./)


if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
TMA Elevation,"data = from(bucket: ""efd/autogen"")
  |> range(start: v.timeRangeStart, stop: v.timeRangeStop)
  |> filter(fn: (r) => r[""_measurement""] == ""lsst.sal.MTMount.elevation"")
  |> filter(fn: (r) => r[""_field""] == ""actualPosition"")

if v.Function == ""Raw"" then
  data
else
  if v.Downsample == ""Default"" then
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: v.windowPeriod, fn: spread, createEmpty: false)      
    else 
      data
  else     
    if v.Function == ""min"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: min, createEmpty: false)
    else if v.Function == ""max"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: max, createEmpty: false)
    else if v.Function == ""mean"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: mean, createEmpty: false)
    else if v.Function == ""spread"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else if v.Function == ""stddev"" then 
      data |> aggregateWindow(every: duration(v: v.Downsample), fn: spread, createEmpty: false)
    else 
      data",flux
Exposure sequence,"SELECT ""expTime"", ""numImages"", ""shutter"", ""keyValueMap"", ""obsNote"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.command_takeImages"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Wind Speed - Average 2min,"SELECT ""value"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windSpeed"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Wind Speed - Average 2min,"SELECT ""min2M"" FROM ""efd"".""autogen"".""lsst.sal.Environment.windSpeed"" WHERE time > :dashboardTime:",influxql
Min Temperature,"SELECT ""min24H"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",influxql
Dewpoint,"SELECT ""avg1M""+1.4 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.dewPoint"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",influxql
Relative Humidity,"SELECT ""avg1M""/0.90 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.relativeHumidity"" WHERE time > :dashboardTime:",influxql
Wind Direction (avg2M),"SELECT ""avg2M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windDirection"" WHERE ""salIndex"" =1 ORDER BY time DESC LIMIT 1",influxql
Humidity,"SELECT ""humidity"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.weather"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",influxql
Max Temperature,"SELECT ""max24H"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE ""salIndex"" = 1 ORDER BY time DESC LIMIT 1",influxql
Average Temperatures,"SELECT ""avg1M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.airTemperature"" WHERE time > :dashboardTime:",influxql
Average Temperatures,"SELECT ""avg1M""+1.4 FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.dewPoint"" WHERE time > :dashboardTime: ",influxql
Number of earthquakes last month,"SELECT count(""magnitude"") FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-30d ",influxql
Earthquake events in the last year,"SELECT ""magnitude"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-365d ",influxql
Largest earthquake,"SELECT max(""magnitude"") FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > now()-365d ",influxql
Position and Velocity,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"", mean(""demandPosition"") AS ""mean_demandPosition"", mean(""actualVelocity"") AS ""mean_actualVelocity"", mean(""demandVelocity"") AS ""mean_demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cameraCableWrap"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Torque,"SELECT mean(""actualTorquePercentage0"") AS ""mean_actualTorquePercentage0"", mean(""actualTorquePercentage1"") AS ""mean_actualTorquePercentage1"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cameraCableWrap"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
TMA - EL position,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Untitled Graph,"SELECT mean(""azimuthPosition"") AS ""mean_azimuthPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Untitled Graph,"SELECT ""active"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.logevent_emergencyStop"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Filter Names,"SELECT ""filterNames"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_settingsAppliedValues"" ORDER BY time DESC LIMIT 1",influxql
Linear Stage State,"SELECT ""state"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_lsState"" ORDER BY time DESC LIMIT 1",influxql
Grating Wheel State,"SELECT ""state"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_gwState"" ORDER BY time DESC LIMIT 1",influxql
Filter Wheel State,"SELECT ""state"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_fwState"" ORDER BY time DESC LIMIT 1",influxql
Linear Stage,"SELECT ""position"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_reportedLinearStagePosition"" ORDER BY time DESC LIMIT 1",influxql
Filter,"SELECT ""name"", ""position"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_reportedFilterPosition"" ORDER BY time DESC LIMIT 1",influxql
Disperser,"SELECT ""name"", ""position"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_reportedDisperserPosition"" ORDER BY time DESC LIMIT 1",influxql
Grating Names,"SELECT ""gratingNames"" FROM ""efd"".""autogen"".""lsst.sal.ATSpectrograph.logevent_settingsAppliedValues"" ORDER BY time DESC LIMIT 1",influxql
Pier Ground A,"SELECT mean(""rawAccelerometer0"") AS ""mean_rawAccelerometer0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.accelerometerData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
OSS Main Tank Level [mm] Gauge TMA_FA_OS_CLM_5001,"SELECT ""oilLevelFacilities5001"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA EL_TOR:A ,"SELECT mean(""actualTorque"") AS ""mean_actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
TMA EL_POS:A&D,"SELECT ""actualPosition"", ""demandPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA AZ_POS:A&D,"SELECT ""actualPosition"", ""demandPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA AZ_TOR:A,"SELECT mean(""actualTorque"") AS ""mean_actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
TMA EL_VEL:A&D,"SELECT ""actualVelocity"", ""demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA AZ_VEL:A&D,"SELECT ""actualVelocity"", ""demandVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
M2 TANGENT LINKS MONITORING,"SELECT /force/ FROM ""efd"".""autogen"".""lsst.sal.MTM2.forceErrorTangent"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
OIL LEVEL (L1) Liters estimation,"SELECT mean(""oilLevelFacilities5001"")*1.15*2.38 AS ""mean_oilLevelFacilities5001"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
OIL LEVEL (L1),"SELECT mean(""oilLevelFacilities5001"") AS ""mean_oilLevelFacilities5001"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Oil Pressure,"SELECT ""oilPressureFacilities5001"", ""oilPressureFacilities5002"", ""oilPressureFacilities5003"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Oil Chiller Temperature 5012 and 5013,"SELECT ""oilChillerTemperature5012"", ""oilChillerTemperature5013"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Circulation Pump Power STATE,"SELECT mean(""circulationPumpPowerState"") AS ""mean_circulationPumpPowerState"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.logevent_oilSupplySystemState"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
"Oil Temperature 5001,5002,5011,5121","SELECT ""oilTemperatureFacilities5001"", ""oilTemperatureFacilities5002"", ""oilTemperatureFacilities5011"", ""oilTemperatureFacilities5121"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Oil Bearing Temperatures,"SELECT mean(""oilTemperatureAzimuth5001"") AS ""mean_oilTemperatureAzimuth5001"", mean(""oilTemperatureAzimuth5011"") AS ""mean_oilTemperatureAzimuth5011"", mean(""oilTemperatureAzimuth5021"") AS ""mean_oilTemperatureAzimuth5021"", mean(""oilTemperatureAzimuth5031"") AS ""mean_oilTemperatureAzimuth5031"", mean(""oilTemperatureAzimuth5041"") AS ""mean_oilTemperatureAzimuth5041"", mean(""oilTemperatureAzimuth5051"") AS ""mean_oilTemperatureAzimuth5051"", mean(""oilTemperatureElevation5001"") AS ""mean_oilTemperatureElevation5001"", mean(""oilTemperatureElevation5011"") AS ""mean_oilTemperatureElevation5011"", mean(""oilTemperatureElevation5021"") AS ""mean_oilTemperatureElevation5021"", mean(""oilTemperatureElevation5031"") AS ""mean_oilTemperatureElevation5031"", mean(""oilTemperatureElevation5101"") AS ""mean_oilTemperatureElevation5101"", mean(""oilTemperatureElevation5111"") AS ""mean_oilTemperatureElevation5111"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.oilSupplySystem"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Ingest sequence,"SELECT ""obsid"", ""raft"", ""sensor"", ""statusCode"", ""description"" FROM ""efd"".""autogen"".""lsst.sal.CCOODS.logevent_imageInOODS"" WHERE time > :dashboardTime:",influxql
Slit2 width in mm,"SELECT ""slitPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_slitWidth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND ""slit"" = 2",influxql
Slit 1 width in mm.,"SELECT ""slitPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_slitWidth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND ""slit"" = 1",influxql
Wavelength in nm,"SELECT ""wavelength"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_wavelength"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
"Grating - 0:Mirror, 1:Blue grating, 2:red grating","SELECT ""gratingType"" FROM ""efd"".""autogen"".""lsst.sal.ATMonochromator.logevent_selectedGrating"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
hardpoint std,"SELECT stddev(""measuredForce0"") AS ""std_measuredForce0"", stddev(""measuredForce1"") AS ""std_measuredForce1"", stddev(""measuredForce2"") AS ""std_measuredForce2"", stddev(""measuredForce3"") AS ""std_measuredForce3"", stddev(""measuredForce4"") AS ""std_measuredForce4"", stddev(""measuredForce5"") AS ""std_measuredForce5"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(2s) FILL(null)",influxql
hardpoint force,"SELECT ""measuredForce0"", ""measuredForce1"", ""measuredForce2"", ""measuredForce3"", ""measuredForce4"", ""measuredForce5"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
elevation,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(1s) FILL(null)",influxql
hmd pressureSensor,"SELECT mean(/pressureSensor/) FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointMonitorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
hmd breakawayPressure,"SELECT mean(/breakawayPressure/) FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointMonitorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
hmc displacementLVDT,"SELECT mean(/displacementLVDT/) FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointMonitorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
az,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Balance Forces,"SELECT ""forceMagnitude"", ""fy"", ""fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.appliedBalanceForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA Elevation,"SELECT ""actualPosition"", ""actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
M2 Closed_Loop_Status / 1 Idle./ 2 Telemetry_only / 3 Open-loop / 4 Closed-loop (clone 1),"SELECT ""mode"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_closedLoopControlMode"" ORDER BY time DESC LIMIT 5",influxql
M2 Closed_Loop_Status / 1 Idle./ 2 Telemetry_only / 3 Open-loop / 4 Closed-loop,"SELECT ""mode"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_closedLoopControlMode"" ORDER BY time DESC LIMIT 1",influxql
Speed,"SELECT ""speed"" FROM ""efd"".""autogen"".""lsst.sal.ESS.airFlow"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Max Wind Speed,"SELECT ""maxSpeed"" FROM ""efd"".""autogen"".""lsst.sal.ESS.airFlow"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Min Temperature,"SELECT min(""temperatureItem0"") as ""maxAirTemperature"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime:  FILL(null)",influxql
Heartbeat ESS:301,"SELECT count(""heartbeat"") FROM ""efd"".""autogen"".""lsst.sal.ESS.logevent_heartbeat"" WHERE salIndex = 301 AND time > :dashboardTime: GROUP BY time(5s) ORDER BY DESC LIMIT 1",influxql
Wind Direction,"SELECT mean(""direction"") AS ""mean_direction"" FROM ""efd"".""autogen"".""lsst.sal.ESS.airFlow"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Dewpoint & Temperature,"SELECT mean(""dewPointItem"") AS ""mean_dewPointItem"" FROM ""efd"".""autogen"".""lsst.sal.ESS.dewPoint"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
